"NMU","ANO","PIB","PIBpC","VABT","VAAGRO","VAAGRO_R","VAIND","VAIND_R","VASERV","VASERV_R","VAADESS","VAADESS_R","X","IDBEF1","IDBEF2","IDBEM","IDBFF1","IDBFF2","IDBFM","IDBMF1","IDBMF2","IDBMM","IRE_F1","IRE_F2","IRE_M","IRF_F1","IRF_F2","IRF_M","IRM_F1","IRM_F2","IRM_M","NSLPE_F1","NSLPE_F2","NSLPE_M","NSLPF_F1","NSLPF_F2","NSLPF_M","NSLPM_F1","NSLPM_F2","NSLPM_M","NSME_F1","NSME_F2","NSME_M","NSMF_F1","NSMF_F2","NSMF_M","NSMM_F1","NSMM_F2","NSMM_M","NSMPE_F1","NSMPE_F2","NSMPE_M","NSMPF_F1","NSMPF_F2","NSMPF_M","NSMPM_F1","NSMPM_F2","NSMPM_M","TAE_F1","TAE_F2","TAE_M","TAF_F1","TAF_F2","TAF_M","TAM_F1","TAM_F2","TAM_M","CENSO","MCEXT","CTRY","US","REM","RIT","RSIUP","RCC","RCO","RSE","RAP","RAECP","IDHME"
"Inaciolândia","2011",121804000,"21.238,78",115973000,59709000,0.51485259500056,7492000,0.0646012433928587,31067000,0.267881317203142,17705000,0.152664844403439,349,NA,4.6,NA,NA,NA,NA,4.9,4.2,NA,NA,0.82727301,NA,NA,NA,NA,0.884431,0.85527402,NA,NA,262.3,NA,NA,NA,NA,192.69,243,NA,NA,271,NA,NA,NA,NA,213.07,252.86,NA,NA,5.5551672,NA,NA,NA,NA,5.5337291,4.9311671,NA,NA,81.4,NA,NA,NA,NA,87.9,86,NA,5720.25,NA,NA,NA,0,704.54,0,0,799.96,1277.57,1037.68,1345.68,NA
"Uruana","2011",129567000,"9.376,70",121144000,33291000,0.274805190517071,7608000,0.062801294327412,47997000,0.396197913227234,32247000,0.266187347289177,478,5.4,3.5,NA,NA,NA,NA,5.4,NA,NA,0.98720503,0.90271002,NA,NA,NA,NA,0.97708601,NA,NA,187.53,215.27,NA,NA,NA,NA,185.94,NA,NA,214.33,215.38,NA,NA,NA,NA,216.66,NA,NA,5.464138,3.8445001,NA,NA,NA,NA,5.4795132,NA,NA,99,90.9,NA,NA,NA,NA,98.3,NA,NA,13817.9166666667,NA,NA,NA,0,658.11,0,741.26,778.34,1195.56,1088.68,687.74,NA
"Itauçu","2011",101716000,"11.830,15",92812000,15704000,0.169202258328664,21009000,0.2263608154118,34457000,0.371255872085506,21641000,0.233170279705211,364,7.1,4.5,NA,NA,NA,NA,6.7,NA,NA,0.98221898,0.89750201,NA,NA,NA,NA,0.990538,NA,NA,240.88,248.63,NA,NA,NA,NA,227.05,NA,NA,253.32,255.1,NA,NA,NA,NA,245.82,NA,NA,7.1782222,5.0623331,NA,NA,NA,NA,6.783638,NA,NA,98.3,89.7,NA,NA,NA,NA,99,NA,NA,8505.08333333333,NA,NA,NA,0,754.3,4322.92,0,782.37,886.59,962.25,865.81,NA
"Fazenda Nova","2011",67896000,"10.840,79",63954000,22716000,0.355192794821278,4023000,0.0629045876723895,21141000,0.330565719110611,16075000,0.251352534634268,327,5.6,4.6,NA,NA,NA,NA,6,NA,NA,0.973239,0.92618102,NA,NA,NA,NA,0.99634701,NA,NA,195.35,247.63,NA,NA,NA,NA,206.94,NA,NA,220.86,252.55,NA,NA,NA,NA,223.77,NA,NA,5.7307558,5.0031672,NA,NA,NA,NA,5.9972091,NA,NA,97.3,92.8,NA,NA,NA,NA,99.4,NA,NA,6284.91666666667,NA,NA,NA,892.39,555.75,5543.58,0,738.88,1767.97,780.58,868.43,NA
"Damianópolis","2011",21664000,"6.580,76",20523000,3930000,0.191492471860839,1231000,0.0599814841884715,5927000,0.28879793402524,9435000,0.459728109925449,317,4.5,4,NA,NA,NA,NA,NA,NA,NA,0.926,0.926063,NA,NA,NA,NA,NA,NA,NA,180.11,229.38,NA,NA,NA,NA,NA,NA,NA,189.46,229.99,NA,NA,NA,NA,NA,NA,NA,4.8544288,4.3228331,NA,NA,NA,NA,NA,NA,NA,92.6,92.9,NA,NA,NA,NA,NA,NA,NA,3331.83333333333,NA,NA,NA,0,0,0,550.77,556.33,928,741.3,946.94,NA
"Luziânia","2011",2388584000,"13.487,28",2154563000,194185000,0.0901273251234705,623285000,0.289286040835195,884920000,0.410719018195337,452172000,0.209867151714756,376,NA,3.6,NA,NA,NA,NA,5,NA,NA,NA,0.81126797,NA,NA,NA,NA,0.92046201,NA,NA,NA,231.83,NA,NA,NA,NA,190.58,NA,NA,NA,234.78,NA,NA,NA,NA,207.55,NA,NA,NA,4.4436669,NA,NA,NA,NA,5.3902121,NA,NA,NA,81.2,NA,NA,NA,NA,92.7,NA,NA,177380.5,"Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados Algodão, não cardado nem penteado Algodão, não cardado nem penteado Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados Milho Milho Sabões; produtos e preparações orgânicos tensoactivos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo contendo sabão; produtos e preparações orgânicos tensoactivos para lavagem da pele, sob a forma de líquido ou de creme, acondi Ácidos gordos monocarboxílicos industriais; óleos ácidos de refinação; alcoóis gordos industriais Ácidos gordos monocarboxílicos industriais; óleos ácidos de refinação; alcoóis gordos industriais Algodão, não cardado nem penteado Algodão, não cardado nem penteado Milho Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados Milho Soja, mesmo triturada Soja, mesmo triturada Milho Milho Tortas e outros resíduos sólidos da extração do óleo de soja Milho Soja, mesmo triturada Soja, mesmo triturada Soja, mesmo triturada Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados Soja, mesmo triturada Milho Milho Milho Soja, mesmo triturada Soja, mesmo triturada Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados Preparações capilares Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais ou vegetais ou de fracções das diferentes gorduras ou óleos do presente capítulo, exceto as gorduras e óleos alimentícios, e respectivas fracções, da posição 1516 Soja, mesmo triturada Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados Agentes orgânicos de superfície (exceto sabões); preparações tensoactivas, preparações para lavagem (incluídas as preparações auxiliares de lavagem) e preparações para lavagem, mesmo contendo sabão, exceto as da posição 3401 Ovos de aves, com casca, frescos, conservados ou cozidos","Equador China Turquia Suriname Vietnã Espanha Uruguai Japão China Indonésia Tailândia Egito Peru Irã China Espanha Arábia Saudita Taiwan (Formosa) Países Baixos (Holanda) Indonésia Vietnã Países Baixos (Holanda) Tailândia Colômbia Japão Argélia Síria Japão Portugal Reino Unido Venezuela França Peru Irã Dominica Panamá Uruguai Paquistão",434056093,1215.48,1278,3537.89,1100.79,931.07,1097.17,1682.75,1197.72,NA
"Mairipotaba","2011",35276000,"14.871,87",33828000,16113000,0.47632139056403,1761000,0.0520574671869457,7099000,0.209855740806433,8854000,0.261735840132435,377,NA,5,NA,NA,NA,NA,5,NA,NA,NA,0.92329299,NA,NA,NA,NA,0.97709602,NA,NA,NA,258.48,NA,NA,NA,NA,182.72,NA,NA,NA,264.97,NA,NA,NA,NA,200.89,NA,NA,NA,5.3909998,NA,NA,NA,NA,5.1203861,NA,NA,NA,92.4,NA,NA,NA,NA,97.4,NA,NA,2389.58333333333,NA,NA,NA,0,535.92,0,0,708.05,1414.82,851.9,808.47,NA
"Cumari","2011",49068000,"16.610,84",47066000,24792000,0.526749670675222,3463000,0.0735775294267624,8784000,0.18663153869035,10026000,0.213020014447797,315,5.3,3.6,NA,NA,NA,NA,NA,NA,NA,1,0.94796002,NA,NA,NA,NA,NA,NA,NA,192.13,208.85,NA,NA,NA,NA,NA,NA,NA,201.61,221.66,NA,NA,NA,NA,NA,NA,NA,5.3050351,3.842,NA,NA,NA,NA,NA,NA,NA,100,95,NA,NA,NA,NA,NA,NA,NA,2960.91666666667,NA,NA,NA,1425.17,674.58,0,0,790.46,1058.91,1038.81,916.38,NA
"Águas Lindas de Goiás","2011",895899000,"5.479,67",832655000,1204000,0.00144597702529859,98494000,0.118289087317076,370299000,0.444720802733425,362658000,0.4355441329242,489,NA,3.2,NA,NA,NA,NA,4.4,NA,NA,NA,0.73986697,NA,NA,NA,NA,0.89231998,NA,NA,NA,226.6,NA,NA,NA,NA,179.1,NA,NA,NA,228.94,NA,NA,NA,NA,194.5,NA,NA,NA,4.2589998,NA,NA,NA,NA,4.9322481,NA,NA,NA,73.6,NA,NA,NA,NA,89.3,NA,NA,164902.416666667,NA,NA,NA,788.81,832.98,0,866.13,845.37,914.95,1693.29,776.18,NA
"Urutaí","2011",56821000,"18.496,50",54017000,32965000,0.610270840661273,2418000,0.0447636855064146,8964000,0.165947757187552,9671000,0.179036229335209,480,NA,4.1,NA,NA,NA,NA,5.7,NA,NA,0.93300003,0.94626701,NA,NA,NA,NA,0.95396501,NA,NA,NA,219.28,NA,NA,NA,NA,205.88,NA,NA,NA,237.92,NA,NA,NA,NA,226.32,NA,NA,NA,4.2870002,NA,NA,NA,NA,6.0265908,NA,NA,93.3,94.4,NA,NA,NA,NA,95.5,NA,NA,3113.91666666667,NA,NA,NA,0,1136.07,0,2334.17,752.41,4388.34,971.71,936.29,NA
"Mambaí","2011",45464000,"6.468,99",39266000,1663000,0.0423521621759283,2168000,0.0552131615137778,17368000,0.442316507920338,18067000,0.460118168389956,378,4.3,3.9,NA,NA,NA,NA,4.7,NA,NA,0.936634,0.90970302,NA,NA,NA,NA,0.91385603,NA,NA,170.14,222.3,NA,NA,NA,NA,186.33,NA,NA,184.75,232.67,NA,NA,NA,NA,197.63,NA,NA,4.5834522,4.2498331,NA,NA,NA,NA,5.1236272,NA,NA,94.1,91.1,NA,NA,NA,NA,92.7,NA,NA,6975.41666666667,NA,NA,NA,0,633.59,2225.45,545,642.45,699.65,655.13,931.33,NA
"Cromínia","2011",44463000,"12.535,25",41749000,14220000,0.340606960645764,3052000,0.0731035473903567,13277000,0.318019593283671,11200000,0.268269898680208,314,5.4,3.2,NA,NA,NA,NA,NA,NA,NA,0.94755799,0.66014701,NA,NA,NA,NA,NA,NA,NA,195.66,247.77,NA,NA,NA,NA,NA,NA,NA,221.02,243.96,NA,NA,NA,NA,NA,NA,NA,5.7396278,4.8623328,NA,NA,NA,NA,NA,NA,NA,94.8,64.8,NA,NA,NA,NA,NA,NA,NA,3582.33333333333,NA,NA,NA,0,815.25,0,0,746.75,985.7,949.02,890.39,NA
"Mara Rosa","2011",113157000,"10.725,79",104037000,31010000,0.298067033843729,9359000,0.0899583801916626,35759000,0.343714255505253,27908000,0.268250718494382,379,5.9,4.1,NA,NA,NA,NA,5.4,NA,NA,0.93048602,0.85460001,NA,NA,NA,NA,0.934102,NA,NA,211.33,236.88,NA,NA,NA,NA,201.02,NA,NA,239.91,248.33,NA,NA,NA,NA,218.69,NA,NA,6.3852239,4.7536669,NA,NA,NA,NA,5.7928081,NA,NA,92.4,86,NA,NA,NA,NA,93.6,NA,NA,10653.25,NA,NA,NA,1027.12,1270.49,5635.77,792.45,743.14,1243.94,976.63,899.02,NA
"Crixás","2011",360314000,"22.741,36",335842000,41895000,0.124746160396853,153530000,0.457149492916312,95818000,0.285306781164953,44599000,0.132797565521882,313,NA,4.5,NA,NA,NA,NA,5.3,NA,NA,NA,0.93354899,NA,NA,NA,NA,0.93803298,NA,NA,NA,242.38,NA,NA,NA,NA,196.24,NA,NA,NA,245.61,NA,NA,NA,NA,217.86,NA,NA,NA,4.7998328,NA,NA,NA,NA,5.6896858,NA,NA,NA,93.3,NA,NA,NA,NA,93.8,NA,NA,15868.75,NA,NA,NA,2602.73,890.05,1411.87,626.58,825.08,2121.07,1133.84,839.07,NA
"Simolândia","2011",51452000,"7.870,83",46657000,4093000,0.0877253145294382,2828000,0.0606125554579163,22584000,0.484043123218381,17152000,0.367619006794265,457,NA,4.3,NA,NA,NA,NA,4.8,NA,NA,NA,0.93743801,NA,NA,NA,NA,0.930471,NA,NA,NA,234.94,NA,NA,NA,NA,185.24,NA,NA,NA,242.22,NA,NA,NA,NA,198.38,NA,NA,NA,4.6195002,NA,NA,NA,NA,5.1181211,NA,NA,NA,93.8,NA,NA,NA,NA,93.9,NA,NA,6449.66666666667,NA,NA,NA,0,676.56,0,2551.57,870.73,738.95,1034.83,771.77,NA
"Cristianópolis","2011",44936000,"15.320,77",40887000,8755000,0.214126739550468,5058000,0.123706801672903,17054000,0.417100789982146,10019000,0.245041211142906,312,NA,3.2,NA,NA,NA,NA,4.4,2.6,NA,NA,0.72092199,NA,NA,NA,NA,0.82880801,0.70579499,NA,NA,235.25,NA,NA,NA,NA,187.58,206.19,NA,NA,234.47,NA,NA,NA,NA,208.72,218.63,NA,NA,4.4955001,NA,NA,NA,NA,5.3581772,3.747,NA,NA,78.3,NA,NA,NA,NA,83.8,69.3,NA,2979.66666666667,NA,NA,NA,0,663.49,5170.05,797.71,786.63,801.99,1032.84,821.04,NA
"Matrinchã","2011",70471000,"15.994,29",66734000,31837000,0.477073156112327,3679000,0.0551293193874187,18382000,0.275451793688375,12836000,0.19234573081188,381,NA,4.1,NA,NA,NA,NA,3.5,NA,NA,NA,0.85783798,NA,NA,NA,NA,0.67251003,NA,NA,NA,239.8,NA,NA,NA,NA,183.6,NA,NA,NA,250.16,NA,NA,NA,NA,206.22,NA,NA,NA,4.8328328,NA,NA,NA,NA,5.2379222,NA,NA,NA,87.4,NA,NA,NA,NA,86.5,NA,NA,4383,NA,NA,NA,1500,627.58,0,0,673.64,1790.86,928.26,888.52,NA
"Cristalina","2011",1186257000,"24.954,39",1096956000,517420000,0.471687105043411,107968000,0.0984250963575567,345960000,0.315381838469364,125609000,0.11450687174326,311,NA,3.5,NA,NA,NA,NA,4.4,4.3,NA,NA,0.85385299,NA,NA,NA,NA,0.88409501,0.89349002,NA,NA,221.74,NA,NA,NA,NA,182.53,239.82,NA,NA,226.55,NA,NA,NA,NA,196.3,247.47,NA,NA,4.1381669,NA,NA,NA,NA,5.029336,4.788167,NA,NA,85.7,NA,NA,NA,NA,88,88.9,NA,47885.75,"Algodão, não cardado nem penteado Cebolas, chalotas, alho comum, alho-porro e outros produtos hortícolas aliáceos, frescos ou refrigerados Algodão, não cardado nem penteado Algodão, não cardado nem penteado Algodão, não cardado nem penteado Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café contendo café em qualquer proporção Algodão, não cardado nem penteado Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café contendo café em qualquer proporção Algodão, não cardado nem penteado Algodão, não cardado nem penteado Algodão, não cardado nem penteado Algodão, não cardado nem penteado Algodão, não cardado nem penteado Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com excepção dos produtos da posição 2006 Pedras preciosas (exceto diamantes) ou semipreciosas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras preciosas (exceto diamantes) ou semipreciosas, não combinadas, enfiadas temporariamente para facilidade de tran Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com excepção dos produtos da posição 2006 Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com excepção dos produtos da posição 2006","Japão Itália Indonésia Tailândia Paquistão Espanha Bangladesh Bélgica Taiwan (Formosa) China Malásia Turquia Coreia do Sul Angola Tailândia Cabo Verde Paraguai",19946135,1049.47,1065.34,4465.45,1061.78,987.98,1081.56,1410.2,1115.2,NA
"Paranaiguara","2011",122336000,"13.340,93",114494000,43556000,0.380421681485493,8190000,0.0715321326881758,37898000,0.331004244763918,24850000,0.217041941062414,418,5.1,4.2,NA,NA,NA,NA,5.2,NA,NA,0.87424701,0.892699,NA,NA,NA,NA,0.85654098,NA,NA,201.6,241.19,NA,NA,NA,NA,200.49,NA,NA,221.88,244.27,NA,NA,NA,NA,233,NA,NA,5.864049,4.757833,NA,NA,NA,NA,6.0558901,NA,NA,88.8,89.8,NA,NA,NA,NA,86.4,NA,NA,8975.58333333333,NA,NA,NA,0,832.8,7188.53,1135.94,857.4,965.44,967.25,997.05,NA
"Trombas","2011",29037000,"8.406,89",27700000,9123000,0.329350180505415,1617000,0.0583754512635379,6497000,0.234548736462094,10463000,0.377725631768953,473,NA,4.1,NA,NA,NA,NA,4.8,NA,NA,NA,0.884269,NA,NA,NA,NA,0.90669602,NA,NA,NA,236.21,NA,NA,NA,NA,186.96,NA,NA,NA,245,NA,NA,NA,NA,208.55,NA,NA,NA,4.6868329,NA,NA,NA,NA,5.343287,NA,NA,NA,88.8,NA,NA,NA,NA,90.3,NA,NA,3424.33333333333,NA,NA,NA,0,673.22,1758.89,0,618.35,854.25,1110.36,877.01,NA
"Corumbaíba","2011",284830000,"34.321,04",248910000,51481000,0.206825760314973,80003000,0.321413362259451,90122000,0.362066610421437,27304000,0.109694267004138,309,NA,4.5,NA,NA,NA,NA,6.6,NA,NA,NA,0.90112299,NA,NA,NA,NA,0.94480801,NA,NA,NA,245.47,NA,NA,NA,NA,228.08,NA,NA,NA,254.47,NA,NA,NA,NA,253.74,NA,NA,NA,4.999167,NA,NA,NA,NA,6.9533281,NA,NA,NA,90.2,NA,NA,NA,NA,94.4,NA,NA,8262.91666666667,NA,NA,NA,844.75,1265.21,4756.64,743.65,747.48,1149.21,1150.3,960.86,NA
"Alexânia","2011",366052000,"15.186,37",313183000,23257000,0.0742600971317089,96906000,0.309422925254564,129933000,0.414878840805535,63087000,0.201438136808192,250,NA,4.1,NA,NA,NA,NA,4.8,3.8,NA,NA,0.81565201,NA,NA,NA,NA,0.927948,0.842785,NA,NA,245.63,NA,NA,NA,NA,185.96,233.22,NA,NA,254.86,NA,NA,NA,NA,202.52,233.75,NA,NA,5.0081668,NA,NA,NA,NA,5.2102199,4.4498329,NA,NA,81.4,NA,NA,NA,NA,92.1,84.2,NA,24080.1666666667,NA,NA,NA,650.46,1714.47,4666.17,1480.53,765.26,991.85,1268.48,774.84,NA
"Mimoso de Goiás","2011",38930000,"14.542,38",37852000,22260000,0.588079890098278,1915000,0.0505917785057593,5462000,0.144298848145408,8216000,0.217055901933848,383,NA,2.8,NA,NA,NA,NA,4.3,NA,NA,NA,0.67270398,NA,NA,NA,NA,0.89684999,NA,NA,NA,223.61,NA,NA,NA,NA,171.27,NA,NA,NA,225.25,NA,NA,NA,NA,192.77,NA,NA,NA,4.1478329,NA,NA,NA,NA,4.7568698,NA,NA,NA,68.3,NA,NA,NA,NA,90.7,NA,NA,2679.08333333333,NA,NA,NA,908,0,0,0,636.3,1278.07,1110.5,869.42,NA
"Corumbá de Goiás","2011",76585000,"7.354,06",72167000,16046000,0.222345393323818,3430000,0.0475286488284119,26531000,0.367633405850319,26160000,0.36249255199745,310,NA,4.4,NA,NA,NA,NA,5.7,NA,NA,NA,0.84224802,NA,NA,NA,NA,0.945072,NA,NA,NA,250,NA,NA,NA,NA,201.3,NA,NA,NA,261.29,NA,NA,NA,NA,231.78,NA,NA,NA,5.1884999,NA,NA,NA,NA,6.047708,NA,NA,NA,84.6,NA,NA,NA,NA,94.3,NA,NA,10377.75,NA,NA,NA,679,849.56,1697.42,0,763.79,905.41,1016.77,802.01,NA
"Minaçu","2011",1176242000,"37.984,95",1124202000,18190000,0.0161803661619531,854163000,0.759794947883032,156429000,0.139146701393522,95420000,0.0848779845614934,384,5.4,4.1,NA,NA,NA,NA,5.3,4.2,NA,0.91815698,0.865493,NA,NA,NA,NA,0.91025001,0.82287103,NA,200.38,239.52,NA,NA,NA,NA,200.78,247.47,NA,221.8,244.8,NA,NA,NA,NA,222.58,258.41,NA,5.8401499,4.738833,NA,NA,NA,NA,5.8624902,5.098,NA,90.9,86.6,NA,NA,NA,NA,91.2,82.5,NA,30814.0833333333,"Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Amianto Outros calçados Amianto Amianto","Estados Unidos Filipinas Angola Sri Lanka Nigéria Colômbia México Índia Indonésia Vietnã Tailândia Malásia África do Sul Bolívia Equador Zimbábue Estados Unidos Peru China",79789164,2823.11,1045.43,3511.2,960.02,790.38,1279.28,1480.69,757.97,NA
"Marzagão","2011",29849000,"14.322,96",27979000,6777000,0.242217377318703,5976000,0.213588763000822,7311000,0.261303120197291,7915000,0.282890739483184,380,5.1,3.8,NA,NA,NA,NA,NA,NA,NA,0.96144998,0.76826799,NA,NA,NA,NA,NA,NA,NA,187.07,247.47,NA,NA,NA,NA,NA,NA,NA,207.67,248.36,NA,NA,NA,NA,NA,NA,NA,5.3286839,4.9308329,NA,NA,NA,NA,NA,NA,NA,94.9,77.7,NA,NA,NA,NA,NA,NA,NA,2129.16666666667,NA,NA,NA,0,1083.5,0,0,790.14,1195.31,872.99,915.63,NA
"Córrego do Ouro","2011",35016000,"13.436,60",33204000,15230000,0.458679677147332,2145000,0.0646006505240332,7619000,0.22946030598723,8210000,0.247259366341405,316,NA,5,NA,NA,NA,NA,5.2,NA,NA,NA,0.968656,NA,NA,NA,NA,0.94217098,NA,NA,NA,247.03,NA,NA,NA,NA,199.78,NA,NA,NA,261.79,NA,NA,NA,NA,207.58,NA,NA,NA,5.1471672,NA,NA,NA,NA,5.5580492,NA,NA,NA,97.2,NA,NA,NA,NA,95,NA,NA,2617.16666666667,NA,NA,NA,0,571.21,0,0,706,1122.8,1015.64,861.91,NA
"Leopoldo de Bulhões","2011",115083000,"14.584,09",110511000,57549000,0.520753590140348,9114000,0.0824714281836197,21197000,0.191808960194008,22650000,0.204956972609062,375,5.5,4.4,NA,NA,NA,NA,5.8,NA,NA,0.92715502,0.87404299,NA,NA,NA,NA,0.96538597,0.75587702,NA,204.67,244.19,NA,NA,NA,NA,202.36,NA,NA,221.32,256.82,NA,NA,NA,NA,226.61,NA,NA,5.9091711,5.0171671,NA,NA,NA,NA,5.9679441,NA,NA,92.9,87.7,NA,NA,NA,NA,97.2,75.8,NA,7953.91666666667,NA,NA,NA,0,927.07,0,881.79,810.68,987.11,1022.05,840.79,NA
"Damolândia","2011",28135000,"10.190,18",25990000,4398000,0.16921893035783,5471000,0.210504040015391,7216000,0.277645248172374,8905000,0.342631781454406,318,NA,4.4,NA,NA,NA,NA,4.9,NA,NA,1,0.96531397,NA,NA,NA,NA,0.97228497,NA,NA,NA,231.71,NA,NA,NA,NA,184,NA,NA,NA,240.99,NA,NA,NA,NA,197.69,NA,NA,NA,4.5450001,NA,NA,NA,NA,5.082408,NA,NA,100,96.2,NA,NA,NA,NA,97.5,NA,NA,2745.08333333333,NA,NA,NA,0,640.51,0,1050.7,685.52,1138.89,1077.42,702.61,NA
"São Miguel do Passa Quatro","2011",80202000,"21.223,07",76207000,42403000,0.55641870169407,5687000,0.0746256905533612,16539000,0.21702730720275,11578000,0.151928300549818,465,NA,4.3,NA,NA,NA,NA,4.6,NA,NA,NA,0.94024903,NA,NA,NA,NA,0.931337,0.90527803,NA,NA,236.77,NA,NA,NA,NA,181.67,NA,NA,NA,239.44,NA,NA,NA,NA,193.14,NA,NA,NA,4.6034999,NA,NA,NA,NA,4.9533939,NA,NA,NA,92,NA,NA,NA,NA,93.2,90,NA,3815.91666666667,NA,NA,NA,883.53,699.72,0,572.8,762.76,906.03,899.07,838.67,NA
